Site,Taxon,Type,i-14:0,14:0,i-15:0,a-15:0,15:0,15:1w7,i-16:0,16:0,16:1w9,16:1w8,16:1w7,16:1w6,16:1w5,i-17:0,a-17:0,17:0,16:2w7,16:2w6,16:2w4,16:3w6,16:3w4,16:3w3,16:4w3,16:4w1,18:0,Cy19:0,18:1w9,18:1w7,18:2w6,18:3w6,18:3w3,18:4w4,18:4w3,18:5w3,20:0,20:1w9,20:1w7,20:2w6,20:3w6,20:4w6,20:3w3,20:4w3,20:5w3,22:0,22:1w9,22:1w7,22:4w6,22:5w6,22:5w3,22:6w3,23:0,24:0,26:0,27:0,28:0,29:0,30:0,Sample_Date,Peri_Chla_mg.cm2,SRP_ug.L,NO3_ug.L,Canopy_Cover_per,Lat_Long,Slurry_Volume_mL,Cobble_SA_cm2,Slurry_AFDM_g,Slurry_Chla_mg,Temp,pH,DO_mg.L,Conductivity_uS.cm,State,EcoRegion,Discharge_L.s,MidPoint_Velocity_m.s,chla.afdm_per,AI,chla_mg.m2,afdm_mg.m2,UrbOp_per,UrbLo_per,UrbMed_per,UrbHi_per,Decid_per,Conif_per,MixFor_per,Hay_per,SepticWs,UrbTot_per,ForTot
Cap Fork-North Sylamore,Physidae,Invert,0.004900682,0.329186875,0.013066285,0.0017811124999999998,0.0769275775,0,0.017854693499999998,1.0521043815,0.0320798775,7.924970000000001e-4,1.079177696,0,0.121789487,0.1185508575,0.0223643175,0.10744912000000001,0.0033096875,0.09233995349999999,0,0,0.08300451,0.036828601,0.006457469,0.011604876,0.46504867650000004,0,0.1484527445,0.3249256235,0.1279386405,0.019105887000000002,0.21149887750000002,0,0.0401209985,0,0.007711506999999999,0,0,0.09559095100000001,0,0.2123352235,0,0,0.5635142280000001,0.0020526125000000003,0,0,0,0,0.3697713385,0.0798864645,0,0.0027816165000000004,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Cap Fork-North Sylamore,Corydalidae,Invert,0.00316868,0.092287302,0.016515219,0.00304263,0.014420645,0,0.004187807,0.933009305,0.01517024,0.002763711,0.975795201,0,0.034949347,0.013707256,0.003852568,0.072040201,7.1473e-4,0.127381472,0,0,0.038771072,0.004832807,0.004662505,0.004840853,0.602950319,0,3.22e-5,0.474387465,0.707083629,0.032803816,0.292168922,0,0.03536102,0,0.066740741,0,0,0.006366861,0,0.306118891,0,0,1.100164884,0.054135751,0,0,0,0,0.008818129,0.003308139,0,0.003727859,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Cap Fork-North Sylamore,Perlidae,Invert,0.005545852,0.165540765,0.041623136,0.003461505,0.043138542,0,0.015063662,2.303937374,0.034317287,0.00844905,1.820544304,0,0.086053761,0.065912161,0.01283575,0.187697588,0.001148518,0.21937222,0,0,0.06671506,0.004360114,0.003068031,0.003807124,1.213164481,0,2.291888572,1.267118233,1.151713461,0.054389763,0.849589469,0,0.07203759,0,0.104366239,0,0,0.028149321,0,0.611798426,0,0,2.583654635,0.053597498,0,0,0,0,0.030712217,0.007561076,0,0.004897152,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Cap Fork-North Sylamore,Tipulidae,Invert,0.00520573,0.144216283,0.033628798,0.004731235,0.038782416,0,0.013030782,1.597281523,0.030428015,-2.71532e-4,1.251964423,0,0.06899924,0.036796669,0.012578229,0.128173966,4.03184e-4,0.08063945,0,0,0.015085098,0.005570515,0.004681866,0.004558442,0.616418259,0,1.388385824,0.226608347,0.636149568,0.021706085,0.464700568,0,0.042101138,0,0.023255736,0,0,0.003653337,0,0.255492196,0,0,1.285003531,0.007040627,0,0,0,0,0.004591355,0.003104788,0,0.001127268,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Cap Fork-North Sylamore,Philopotamidae,Invert,0.0040897285000000005,0.136528513,0.031820075,0.0027460205,0.061904555,0,0.0147755545,2.8763106025000003,0.0468331425,0.003874702,1.6115146820000001,0,0.19996103199999998,0.0409785075,0.013283742500000001,0.231365962,0.002485211,0.0960236835,0,0,0.014840116,0.008061642,0.011446894999999999,0.0031790065,0.7513253520000001,0,1.5011530395000001,0.2466056465,0.7199333834999999,0.0293799295,0.881651874,0,0.062521929,0,0.058862124,0,0,0.0032494704999999997,0,0.6221438875,0,0,2.4871312215,0.033590978,0,0,0,0,0.02194173,0.004363433,0,0.00277238,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Little Piney,Hydropsychidae,Invert,0.004609641,1.022401168,0.027991706,0.004678022,0.057361074,0,0.011524104,2.638070425,0.088104084,0.002499906,1.782776803,0,0.089067443,0.013975741,0.009995601,0.139817745,0.01190824,0.165957147,0,0,0.092759983,0.99720099,0.238844587,0.007091447,0.79732718,0,1.93421921,0.198160278,1.076492052,0.129840244,3.630358085,0,0.218227906,0,0.038154235,0,0,0.005830432,0,0.250354613,0,0,1.258802163,0.027838855,0,0,0,0,0.006413676,0.010164541,0,0.006813903,0,0,0,0,0,3-Aug-19,0.443,10.6,25.6,28.4,"35.649248542128724, -93.3465293909319",390,939,0.84825,0.416,22.61,6.07,6.02,24,AR,Boston_Mountains,9.28,0.09,0.049042145593869726,2039.0625,4.43024494142705,9.033546325878595,3.34,0.14,0.02,0,65.8,18.7,7.51,2.73,2.79,0.16,92.01
Little Piney,Heptageniidae,Invert,0.005474548,0.530856609,0.037072609,0.004326362,0.115213511,0,0.0107562,6.866892434,0.115222697,0.012538184,5.467300416,0,0.291326773,0.037173649,0.010544934,0.245720851,0.003738492,0.30800761,0,0,0.149199797,0.690059397,0.048591204,0.007063636,1.872965875,0,2.591197148,2.656827422,2.3592453350000002,0.391916996,6.874681723,0,0.826041285,0,0.090605603,0,0,0.036833786,0,0.898174881,0,0,2.964816661,0.084295176,0,0,0,0,0.003609895,0.003490483,0,0.007972999,0,0,0,0,0,3-Aug-19,0.443,10.6,25.6,28.4,"35.649248542128724, -93.3465293909319",390,939,0.84825,0.416,22.61,6.07,6.02,24,AR,Boston_Mountains,9.28,0.09,0.049042145593869726,2039.0625,4.43024494142705,9.033546325878595,3.34,0.14,0.02,0,65.8,18.7,7.51,2.73,2.79,0.16,92.01
Little Piney,Tipulidae,Invert,0.003407511,0.7533669105,0.0197624185,0.002349114,0.034290176,0,0.009447698000000001,1.869363636,0.059390952,0.0017287219999999998,1.1527773555,0,0.054985603,0.0102245845,0.007290861,0.0821265595,0.008527007999999999,0.093500509,0,0,0.0567249305,0.679766478,0.259028722,0.0048448564999999996,0.68968468,0,1.7949178835000001,0.1561210115,0.856526886,0.106904348,2.862752391,0,0.183098381,0,0.0335919495,0,0,0.005549439,0,0.172192105,0,0,0.915873995,0.0198367605,0,0,0,0,0.0044191775000000004,0.008670830000000001,0,0.0050340540000000005,0,0,0,0,0,3-Aug-19,0.443,10.6,25.6,28.4,"35.649248542128724, -93.3465293909319",390,939,0.84825,0.416,22.61,6.07,6.02,24,AR,Boston_Mountains,9.28,0.09,0.049042145593869726,2039.0625,4.43024494142705,9.033546325878595,3.34,0.14,0.02,0,65.8,18.7,7.51,2.73,2.79,0.16,92.01
Cove,Hydropsychidae,Invert,7.91743e-4,0.038334539,0.005193179,0.00114018,0.006187543,0,0.001510871,0.361879901,0.005632386,0.001793134,0.290049708,0,0.011643075,0.004796722,0.001896201,0.036194139,8.15753e-4,0.026293836,0,0,0.005258767,0.00297665,0.002136301,5.99078e-4,0.408517788,0,0.624051116,0.112319187,0.501269442,0.009566506,0.175435521,0,0.01147969,0,0.037378826,0,0,0.001936023,0,0.19500891,0,0,0.425705407,0.028891597,0,0,0,0,6.03e-5,5.0948e-4,0,0.002321939,0,0,0,0,0,5-Aug-19,0.197,7.4,367.5,34.7,"35.70117803375184, -93.8362206950113",290,1312,0.657333333,0.258,26.4,7.94,8.34,84,AR,Boston_Mountains,8.7,0.06,0.039249492920511914,2547.80361627907,1.9664634146341462,5.0101625990853655,1.87,0.04,0.01,0,92.7,3.95,0.76,0.55,2.37,0.05,97.41000000000001
Cove,Heptageniidae,Invert,0.018253275,0.76461813,0.077366947,0.012423939,0.15163441300000002,0,0.028612377,3.5968882239999997,0.1003256295,0.003067317,4.4430887785,0,0.2258111155,0.051132588,0.022932209500000002,0.2056938345,0.0039874609999999994,0.374564651,0,0,0.0599134525,0.1291887725,0.029621170000000002,0.007706227499999999,1.0208376234999998,0,2.7273557630000003,0.3814592595,0.963910762,0.070653581,1.7986314595000001,0,0.16189427550000002,0,0.046440762999999996,0,0,0.005320561,0,0.3281399345,0,0,2.5361537545,0.039852104,0,0,0,0,0.0074666935000000005,0.009641410999999999,0,0.0070533390000000005,0,0,0,0,0,5-Aug-19,0.197,7.4,367.5,34.7,"35.70117803375184, -93.8362206950113",290,1312,0.657333333,0.258,26.4,7.94,8.34,84,AR,Boston_Mountains,8.7,0.06,0.039249492920511914,2547.80361627907,1.9664634146341462,5.0101625990853655,1.87,0.04,0.01,0,92.7,3.95,0.76,0.55,2.37,0.05,97.41000000000001
Lick Branch-Little Mulberry,Hydropsychidae,Invert,0.0251669685,0.355840755,0.1497072395,0.032785792,0.1627705895,0,0.0478056745,2.633748497,0.12936894100000002,0.016144395,2.082292202,0,0.30651212299999997,0.0761524435,0.032431251,0.2145219325,0.0046566465,0.168250825,0,0,0.0273573435,0.037093326499999996,0.014289231999999999,0.001944754,0.761735035,0,2.5366665455,0.3203347915,1.0654079995,0.045158529,1.7287211695,0,0.09691405149999999,0,0.042554398,0,0,0.007392724,0,0.4403014145,0,0,2.4173582435,0.0392528045,0,0,0,0,0.0058705065,0.011949492999999999,0,0.00707384,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lick Branch-Little Mulberry,Psephenidae,Invert,0.01630998,0.724209234,0.057442491,0.0091839815,0.07861020399999999,0,0.016248034,5.3311311625,0.3011501845,0.044425255500000004,12.864566045,0,0.39054894399999995,0.022946966,0.018783928,0.2005478075,0.01021469,0.8775315745,0,0,0.829365621,0.06812905799999999,0.0830981405,0.04102061,1.0441533535,0,4.848202905,1.3377916185,1.5547834045000002,0.455604111,1.065876686,0,0.697831854,0,0.07561262299999999,0,0,0.0073164645000000006,0,0.930876756,0,0,2.600545741,0.018241082,0,0,0,0,0.041349525,0.017794234,0,0.0087269665,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lick Branch-Little Mulberry,Corydalidae,Invert,9.438325000000001e-4,0.027526198999999998,0.011077885499999999,0.002069609,0.008178503,0,0.0037653365,0.2889712365,0.011111650499999999,0.0018838755,0.267915305,5e-4,0.0126202695,0.008706761,0.0030437655,0.052854973,7.60856e-4,0.06988008600000001,0,0,0.001300483,0.0011064795,7.288080000000001e-4,5.7891e-5,0.4356096265,0,0.701031979,0.157696478,1.087609785,0.0040720235,0.1122323945,0,0.0048494195,0,0.0482795085,0,0,0.0014824265,0,0.16007398550000002,0,0,0.20663091649999998,0.030068951000000003,0,0,0,0,0.0036619625,6.01999e-4,0,0.005069609,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lick Branch-Little Mulberry,Perlidae,Invert,0.004295597,0.1077845035,0.03561541,0.0036817245,0.034864145,0,0.012454051,1.5748290315000002,0.049763458999999996,0.008018533999999999,1.2654411415000002,0,0.09013751049999999,0.034513423,0.0106635525,0.1479178155,6.21234e-4,0.1454631475,0,0,0.043521301,0.0070006325,0.0023605795,0.0020304055,0.8574876345,0,1.81973052,0.660225847,1.1256886185,0.05470508,0.9133838725,0,0.0930127365,0,0.073948264,0,0,0.008772354999999999,0,0.683423831,0,0,1.8147014490000002,0.036995257,0,0,0,0,0.010701475,0.002924644,0,0.0028775145,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lick Branch-Little Mulberry,Tipulidae,Invert,0.003369333,0.118975201,0.043695,0.005323472,0.03539449,0,0.012909053,1.389583857,0.035970099,0.005946744,0.990825737,0,0.060468336,0.021983153,0.01105757,0.10200755,0.001198881,0.092544822,0,0,0.012256451,0.01270374,8.7258e-4,6.56268e-4,0.640217174,0,1.20365463,0.310037253,0.733227617,0.02840285,0.694064167,0,0.040948939,0,0.057590289,0,0,0.002005468,0,0.273333893,0,0,1.192611725,0.03142755,0,0,0,0,0.002951374,0.00157651,0,0.00295504,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lick Branch-Little Mulberry,Aeshnidae,Invert,0.0033515405,0.13284022950000002,0.0303386195,0.0026368725,0.035653867,0,0.005900948499999999,1.661687726,0.0483244795,0.0020996735,1.6217757145,0,0.11435651,0.018863639,0.005784107,0.131159781,8.02442e-4,0.206461129,0,0,0.049749059,0.006936237499999999,0.0023397375000000003,0.0018014469999999999,0.9386853505,0,1.1116332515,1.275168339,0.7390362795000001,0.058130231500000004,0.6812086335,0,0.084953256,0,0.059279016000000004,0,0,0.0109670155,0,0.46924955949999997,0,0,1.4163738855,0.054457614,0,0,0,0,5.609265e-4,0.001397913,0,0.006693089,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Mulberry,Hydropsychidae,Invert,0.0171731765,0.6621859965000001,0.11980194699999999,0.0168419005,0.142785771,0,0.0392267755,3.510267372,0.1300126665,0.0184551,2.4911905770000002,0,0.265889646,0.060854717,0.030335365500000003,0.32164026349999997,0.005411542,0.1938417195,0,0,0.06712437,0.3995486525,0.07619854649999999,0.0073150085,1.3195645274999999,0,3.008348093,0.519234279,1.594926578,0.071329543,3.342797439,0,0.15933447750000002,0,0.068773943,0,0,0.010176043499999999,0,0.5098278655,0,0,2.2478472094999997,0.0534300805,0,0,0,0,0.007398096,0.012141967,0,0.0134358245,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
Mulberry,Psephenidae,Invert,0.005662814,0.170727528,0.024795556,0.003691119,0.01929871,0,0.006300129,1.656177184,0.093081256,0.006220465,2.068659725,0,0.061666913,0.010037719,0.007395515,0.08246597,0.003213132,0.106438327,0,0,0.088746183,0.047918159,0.02288361,0.009101662,0.523780399,0,2.005512381,0.374588824,0.957367377,0.071352781,0.772393192,0,0.10361024,0,0.060133373,0,0,0.006764838,0,0.353889347,0,0,0.464403838,0.023740002,0,0,0,0,0.008597121,0.004109357,0,0.008822836,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
Mulberry,Corydalidae,Invert,0.001413212,0.041157864,0.0123508305,0.0017714760000000001,0.009991719999999999,0,0.0039365045,0.5452868225,0.017733148,0.0046579465,0.3537242665,0,0.019191132,0.0118454035,0.0041069095,0.06588150749999999,8.240084999999999e-4,0.022087898,0,0,0.005633499,0.009012581,0.002456988,4.925165e-4,0.5518379915,0,0.8342938415000001,0.205973637,0.7358912989999999,0.017175713500000002,0.45920197800000007,0,0.025722736,0,0.0464639365,0,0,0.0036462825,0,0.2653109005,0,0,0.484809947,0.029458449,0,0,0,0,9.904300000000001e-5,9.756739999999999e-4,0,0.001758549,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
Mulberry,Perlidae,Invert,0.005703644,0.12060121900000001,0.0555568095,0.0063559294999999995,0.0560882925,0,0.0201056155,1.867234529,0.062697946,0.012911338500000001,1.061716517,0,0.0982504895,0.041574256000000004,0.0156932415,0.2080462885,9.14164e-4,0.0782495415,0,0,0.019680422,0.0337515845,0.007350614,0.0018406105,1.154909737,0,2.4716096245,0.566573335,1.5363590545,0.0587051805,1.760788836,0,0.09778905299999999,0,0.073318461,0,0,0.011870831,0,0.6820897695,0,0,1.857585636,0.0410789135,0,0,0,0,0.0064692199999999995,0.00406123,0,0.0024440770000000002,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
Mulberry,Tipulidae,Invert,7.00516e-4,0.0142693695,0.013087265,0.00127479,0.006976822000000001,0,0.0039942795000000005,0.334141892,0.0076242395,0.005431080499999999,0.0842092295,0,0.0106132985,0.0106001065,0.004328473,0.0498806425,3.1285950000000003e-4,0.002955581,0,0,0.0010699155,0.003351742,8.209345e-4,2.35805e-4,0.307397334,0,0.396911813,0.09422142450000001,0.35409861499999995,0.0040731685,0.15850796749999999,0,0.004006119,0,0.0437700895,0,0,7.967664999999999e-4,0,0.16079368900000002,0,0,0.252520768,0.0208348395,0,0,0,0,7.230775e-4,1.69955e-4,0,0.002547653,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
North Sylamore,Hydropsychidae,Invert,0.0224280325,0.648321923,0.08631873649999999,0.0109345885,0.103048004,0,0.022748993000000002,2.926227387,0.08549981200000001,0.005141991,1.6757378495,0,0.2410532785,0.0481528995,0.0203922055,0.1874573715,0.0034991515,0.107159759,0,0,0.0143210455,0.256892149,0.017781363,0.0055697175,0.8917210355,0,2.1836505415,0.3206153325,0.8342265689999999,0.060978858999999996,3.166571609,0,0.148832039,0,0.048789413000000004,0,0,0.0076120085,0,0.207551168,0,0,1.9172702855,0.0400173625,0,0,0,0,0.011563433,0.009861720000000001,0,0.007274189,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Heptageniidae,Invert,0.01629897,0.311042854,0.0715401795,0.0094601365,0.07499611149999999,0,0.0129971275,2.677815064,0.0831540395,0.009432853000000001,3.8436725034999997,0,0.38473669099999996,0.06775081399999999,0.009066643,0.12788715950000001,0.0012755505,0.2790019555,0,0,0.08087845199999999,0.08070782700000001,0.0032646555,0.0202384675,0.88242957,0,0.931009196,2.291649817,0.7151608865,0.0943085545,1.0831720040000001,0,0.14983694,0,0.048789822999999996,0,0,0.019829061000000002,0,0.49267010999999994,0,0,2.5516869135,0.0349295425,0,0,0,0,0.0081040805,0.0037880475,0,0.0028428815,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Physidae,Invert,0.001125234,0.15644137800000002,0.0038909975,0.0010549005,0.0188522325,0,0.0071224059999999995,0.462461184,0.004608732,3.355055e-4,0.1736220265,0,0.027841472,0.039082940999999996,0.015557443,0.039250442499999996,0.0039030535,0.0033757645,0,0,5.1502e-4,4.560635e-4,3.846035e-4,5.84539e-4,0.30507584649999997,0,0.09657864199999999,0.097497481,0.039446655,5.54065e-4,0.0362978015,0,0.001207643,0,0.0047583339999999995,0,0,0.0384851425,0,0.0696815555,0,0,0.0530876885,0.001837983,0,0,0,0,0.088129435,0.00419248,0,5.534005e-4,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Isonychiidae,Invert,0.0028700979999999997,0.18295071499999999,0.033836284499999994,0.0016886915000000001,0.062835316,0,0.004401113,2.7066999999999997,0.023611577,0.0028453239999999998,1.196976299,0,0.1661624,0.0240435445,0.0039278725,0.10516840350000001,5.588025e-4,0.0591576315,0,0,0.008313569,0.0428922015,7.6726e-4,0.0060554944999999995,0.6314400375,0,0.747814525,0.7666085715,0.216666084,0.014470140999999999,0.35591234,0,0.0260669405,0,0.0368381285,0,0,0.0055322085,0,0.0436544945,0,0,0.268010744,0.026855854499999998,0,0,0,0,1.3674500000000002e-4,8.293845e-4,0,0.002415787,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Corydalidae,Invert,0.003496899,0.196756187,0.020247032,0.002205657,0.033312496,0,0.006616971,1.367863643,0.038071056,0.003952177,1.660332487,0,0.156476902,0.025908433,0.00800467,0.105102454,3.17666e-4,0.161430949,0,0,0.025828695,0.029918484,0.00696679,0.003925169,0.896391901,0,1.149645062,0.568776587,0.691015003,0.044200596,0.960157898,0,0.073190518,0,0.087329874,0,0,0.00717771,0,0.248495887,0,0,1.671260457,0.063715839,0,0,0,0,0.021201316,0.00633403,0,0.004002335,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Oligochaete,Invert,0.022150839,0.096527762,0.038190729,0.008079432,0.016717683,0,0.030781879,0.121371746,0.003035646,0.002812118,0.044373784,0,0.009139384,0.042736987,0.027659707,0.079089024,0.005299761,0.005072629,0,0,1.33395e-4,2.23527e-4,1.00948e-4,1.94685e-4,0.305698887,0,0.044784786,0.274141873,0.002195615,0,7.06635e-4,0,1.26185e-4,0,0.011691922,0,0,0.003251962,0,3.64133e-4,0,0,0.001467349,0.021523521,0,0,0,0,2.09106e-4,7.21e-5,0,0.012510321,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Chloroperlidae,Invert,0.142078522,0.62141064,0.785497857,0.140161039,0.489651101,0,0.191571132,5.411913357,0.182237844,0.030294683,3.996433945,0,1.748027862,0.172042073,0.070754334,0.45171729,0.0031573,0.229327825,0,0,0.110467013,0.055121846,0.023826068,0.058540971,0.864730697,0,7.65506754,1.653570672,3.761908125,0.166582254,1.443533182,0,0.202968217,0,0.048930457,0,0,0.024958075,0,0.884182749,0,0,2.295626977,0.010550004,0,0,0,0,0.01986019,0.061498053,0,0.001647957,0,0,0,0,0,1-Aug-19,0.221,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
