Site,Type,i-14:0,14:0,i-15:0,a-15:0,15:0,15:1w7,i-16:0,16:0,16:1w9,16:1w8,16:1w7,16:1w6,16:1w5,i-17:0,a-17:0,17:0,16:2w7,16:2w6,16:2w4,16:3w6,16:3w4,16:3w3,16:4w3,16:4w1,18:0,Cy19:0,18:1w9,18:1w7,18:2w6,18:3w6,18:3w3,18:4w4,18:4w3,18:5w3,20:0,20:1w9,20:1w7,20:2w6,20:3w6,20:4w6,20:3w3,20:4w3,20:5w3,22:0,22:1w9,22:1w7,22:4w6,22:5w6,22:5w3,22:6w3,23:0,24:0,26:0,27:0,28:0,29:0,30:0,Sample_Date,SRP_ug.L,NO3_ug.L,Canopy_Cover_per,Lat_Long,Slurry_Volume_mL,Cobble_SA_cm2,Slurry_AFDM_g,Slurry_Chla_mg,Temp,pH,DO_mg.L,Conductivity_uS.cm,State,EcoRegion,Discharge_L.s,MidPoint_Velocity_m.s,chla.afdm_per,AI,chla_mg.m2,afdm_mg.m2,UrbOp_per,UrbLo_per,UrbMed_per,UrbHi_per,Decid_per,Conif_per,MixFor_per,Hay_per,SepticWs,UrbTot_per,ForTot
Perry,Periphyton,65.97894189803556,9929.676805144996,502.4736285032741,64.02156663517307,903.9554900654819,0,111.85629950327409,54748.18235360151,183.75135320299347,0,444.4341525444341,0,2700.276169317119,156.15016252198316,90.56709424883068,376.38787049579054,4025.067343217961,0,0,0,855.9887991580916,1356.593024424696,0,0,5083.171635921422,0,4968.2583101029,5548.301183442471,8690.59227661366,1355.2954386623012,7598.530824602433,0,1376.5406579326475,0,230.02458446211412,0,0,94.96569039663237,0,1994.6973645837234,0,0,13746.27268624883,223.38270431431246,0,0,0,0,358.57355636108514,163.51781101590274,24.456194465201126,840.9895866136576,0,0,0,0,0,31-Jul-19,7.7,68.4,51.3,"36.18335136188263, -92.38135372536217",310,1069,1.63525,1.035,26.3,NA,NA,NA,AR,Springfield_Plateau,46.8,0.18,0.06329307445344748,1579.9516908212563,9.681945743685688,15.297006548175867,3.13,0.72,0.07,0,52.7,8.58,26.7,7.49,6.34,0.79,87.98
Roasting Ear,Periphyton,115.74469586206897,9542.268893642242,492.64543090732764,64.35235431681035,383.52212335668105,0,40.71800375829742,30880.57646508621,1869.9177696767244,0,51816.18111314656,0,1173.3759924892242,111.00840031465518,50.82681374137932,335.8999673394397,2398.097199299569,0,0,0,666.286038211207,705.1189495043104,0,0,2836.5462132543107,0,3822.968130474138,2424.1350433081902,3055.876756637931,325.0135566336207,4533.341776206897,0,171.11929589978448,0,271.9246315754311,0,0,52.004996674568964,0,266.50498985991385,0,0,1735.7227284913795,88.57579634698276,0,0,0,0,5.513896341056035,31.386794563793107,1.7908381283405173,258.30483634913793,0,0,0,0,0,2-Aug-19,7.9,239.3,1,"35.95118053156019, -92.28777778037545",470,928,1.890444444,2.37,20.2,7.85,7.23,289,AR,Springfield_Plateau,190,0.1,0.12536734456926468,797.6558835443037,25.538793103448278,20.371168577586207,3.09,0.58,0.09,0,73.7,3.83,5.1,11.3,3.57,0.6699999999999999,82.63
Roasting Ear,Periphyton,253.73401392456898,14502.93921487069,1157.687913135776,168.07348612176725,786.5942694719828,0,281.3618874321121,48352.238033189664,1706.174155161638,0,2918.200024331897,0,2660.8654440301725,231.82468658405173,99.82746122198277,651.490673211207,6195.232940086208,0,0,0,1606.7702901508624,1508.2136168534485,0,0,5966.844087715518,0,9291.155024676724,6134.399847413793,9195.963589870691,1034.139074924569,15740.310245797415,0,619.4621079094828,0,584.2095061961207,0,0,135.40952660452587,0,1096.3135572198278,0,0,7768.350881788793,218.88147499568967,0,0,0,0,168.6618139396552,148.11740711637933,15.20239037359914,0.3294635678879311,0,0,0,0,0,2-Aug-19,7.9,239.3,1,"35.95118053156019, -92.28777778037545",470,928,1.890444444,2.37,20.2,7.85,7.23,289,AR,Springfield_Plateau,190,0.1,0.12536734456926468,797.6558835443037,25.538793103448278,20.371168577586207,3.09,0.58,0.09,0,73.7,3.83,5.1,11.3,3.57,0.6699999999999999,82.63
Roasting Ear,Periphyton,155.73995681142245,9533.418844288795,727.3270704310346,109.23268900969829,408.080717018319,0,56.352372185344834,30650.208269504314,1810.836767112069,0,57754.32875323277,0,1404.6748174461209,137.07765926508623,76.5908000948276,358.92372272090523,3837.078020732759,0,0,0,1255.7876015840518,1226.5720830172415,0,0,3657.444841206897,0,5087.863119073276,3635.219118071121,5713.289936206897,686.5532622306035,11344.826674568967,0,464.52445907758624,0,355.68009207004314,0,0,75.6085739375,0,819.9532837284482,0,0,6363.683568642242,126.02190406465519,0,0,0,0,126.34169859806036,187.4453044299569,11.626816960560346,378.1570820172414,0,0,0,0,0,2-Aug-19,7.9,239.3,1,"35.95118053156019, -92.28777778037545",470,928,1.890444444,2.37,20.2,7.85,7.23,289,AR,Springfield_Plateau,190,0.1,0.12536734456926468,797.6558835443037,25.538793103448278,20.371168577586207,3.09,0.58,0.09,0,73.7,3.83,5.1,11.3,3.57,0.6699999999999999,82.63
North Sylamore,Periphyton,130.42924897946176,10197.57920226629,573.454935509915,98.331002388102,741.4887744050992,0,144.15293624787537,40840.25946883853,13.916469521813033,0,221.42247655028328,0,4749.215117422096,143.14082937747878,99.3069626111898,401.21603347733713,1772.946168186969,0,0,0,69.01604971104817,136.09222793201135,0,0,3281.2625362606236,0,6153.6097963172815,4226.88362634561,4405.978349150142,158.88873038668555,2152.7995171954676,0,87.65568465934845,0,270.0156553958924,0,0,54.96704239589236,0,159.0815126345609,0,0,715.3908756586403,201.04780126062326,0,0,0,0,22.025373407932012,15.133407549220966,29.086023754249297,554.7671049858358,0,0,0,0,0,1-Aug-19,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Periphyton,132.62860042351275,11951.773410339945,587.9181703045326,105.44665345113314,772.530233604816,0,89.21790522875354,47900.83115226629,25.670051696388104,0,686.7864706657224,0,5721.172562252125,145.8335581104816,135.47546707223796,397.41936552407935,4497.647183498584,0,0,0,548.2550451841361,892.3720603045326,0,0,3175.67169072238,0,7462.264725849859,5066.570159915015,10583.765529815864,1084.7848599645893,8146.445589943343,0,869.1306914235129,0,274.4250764617564,0,0,95.45849423371105,0,1998.3395382577905,0,0,12052.089271104816,219.93251057932014,0,0,0,0,422.8803252195468,223.4709888930595,30.76867726274788,615.6952248229462,0,0,0,0,0,1-Aug-19,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
North Sylamore,Periphyton,13.827611325212466,1846.7828701274789,54.56509077407932,9.278378601416431,78.8533671756374,0,4.7162949412181305,10519.17540084986,83.839531842068,0,11832.605711898017,0,456.2340681798867,0.2955716173512748,10.010882175212465,42.896437355524085,194.8330996933428,0,0,0,13.390679368767708,14.662922417847026,0,0,376.2112652337111,0,574.9124980878188,413.6203513810199,568.6155373725213,20.600056645963175,381.68576566572244,0,18.081272428895186,0,28.850360067280455,0,0,4.266512042847026,0,31.664715907223798,0,0,156.84572138031163,23.016033346954675,0,0,0,0,7.196526340793202,0.5525904144475922,3.50830659072238,69.89626206161473,0,0,0,0,0,1-Aug-19,8.4,68.4,22.5,"36.019699141520185, -92.25059490820905",390,1412,1.5132,0.312,23.6,8.6,10.34,248,AR,Springfield_Plateau,350,NA,0.020618556701030927,4850,2.2096317280453257,10.716713881019832,2.69,0.23,0,0,79.8,6.45,9.58,0.61,4.68,0.23,95.83
Cove,Periphyton,42.28512647408536,9773.039636280486,280.81464322408533,35.001197159298776,697.0336983689023,0,35.001197159298776,47285.42892835365,814.0749416006097,0,65772.23319359755,0,2487.3085130335357,84.18688822179877,54.09275924618902,259.6529115396341,890.211170922256,0,0,0,18.631524443978655,71.38250723628047,0,0,6006.174761737804,0,3651.357089862804,1476.567480442073,1055.824721707317,86.103711721036575,401.9962248551829,0,56.08625567301828,0,182.1749056867378,0,0,15.986308011051827,0,81.54167178887194,0,0,277.4410336585365,107.4954620114329,0,0,0,0,2.951908194131097,1.8401505628048778,15.219578609146339,361.1295479725609,0,0,0,0,0,5-Aug-19,7.4,367.5,34.7,"35.70117803375184, -93.8362206950113",290,1312,0.657333333,0.258,26.4,7.94,8.34,84,AR,Boston_Mountains,8.7,0.06,0.039249492920511914,2547.80361627907,1.9664634146341462,5.0101625990853655,1.87,0.04,0.01,0,92.7,3.95,0.76,0.55,2.37,0.05,97.41000000000001
Cove,Periphyton,44.02313862576219,10549.83072301829,300.1260007317073,38.83220164329268,745.6481498628048,0,37.63429311737804,54680.43173551829,1031.5988995350608,0,71439.072310975607,0,2870.388500076219,87.29758442835364,62.540808064024375,268.7807274085365,1286.9031558612803,0,0,0,36.9355131402439,154.8795909146341,0,0,6217.9438997713405,0,4011.745768292682,1613.183492911585,1634.3964564557923,178.28872019283534,832.9457342911585,0,135.86279292759144,0,220.1656060411585,0,0,17.669150881021338,0,186.87373134679876,0,0,609.1364896493901,112.6034022317073,0,0,0,0,16.27159092454268,1.7469499450457315,14.97385667782012,364.4137586280487,0,0,0,0,0,5-Aug-19,7.4,367.5,34.7,"35.70117803375184, -93.8362206950113",290,1312,0.657333333,0.258,26.4,7.94,8.34,84,AR,Boston_Mountains,8.7,0.06,0.039249492920511914,2547.80361627907,1.9664634146341462,5.0101625990853655,1.87,0.04,0.01,0,92.7,3.95,0.76,0.55,2.37,0.05,97.41000000000001
Cove,Periphyton,38.079433878048775,7892.791038719511,260.9996003658536,33.3895973117378,561.4040232012194,0,33.23666786737804,44387.31503353658,804.0011125762194,0,49753.50761432926,0,2274.9785477134146,80.08405705640241,52.40382601371951,216.65005887118897,841.4688287652438,0,0,0,24.774571445121946,92.87915466006095,0,0,5546.292483231707,0,3058.4361376524384,1321.310476852134,1055.7229927134144,87.7305297164634,464.54870276676826,0,61.2737342949695,0,197.12606533993898,0,0,13.865603767225608,0,83.70338744588413,0,0,234.69573434451218,99.4041446692073,0,0,0,0,4.383977662118902,5.148624928124999,19.218134633689022,330.73543110518284,0,0,0,0,0,5-Aug-19,7.4,367.5,34.7,"35.70117803375184, -93.8362206950113",290,1312,0.657333333,0.258,26.4,7.94,8.34,84,AR,Boston_Mountains,8.7,0.06,0.039249492920511914,2547.80361627907,1.9664634146341462,5.0101625990853655,1.87,0.04,0.01,0,92.7,3.95,0.76,0.55,2.37,0.05,97.41000000000001
East Livingstone,Periphyton,48.639527225978654,10041.863418683273,392.0700353380783,66.42807228736656,454.0345611298933,0,51.462063886121,48514.08844483986,1580.7518146441282,0,71183.06196619217,0,5723.1197559608545,132.33102144128114,111.916860886121,226.06549496797157,1349.6320097508897,0,0,0,912.7295899911034,426.66251938612106,0,0,3551.407531761566,0,5030.941867793595,5482.350813256228,11182.233873042705,552.1669405782918,11664.493803202848,0,528.0112781049822,0,116.38040724288257,0,0,117.69321500711744,0,958.0214572153025,0,0,4388.059913701068,101.4800392766904,0,0,0,0,295.64430584786476,109.68508772508898,9.05837349341637,237.88076474199292,0,0,0,0,0,1-Aug-19,6.8,68.4,45.1,"35.99504257987518, -92.1222211645147",390,1124,2.60325,0.572,25,NA,NA,NA,AR,Springfield_Plateau,8.3,0.14,0.02197253433208489,4551.136363636364,5.0889679715302485,23.1605871886121,1.62,0.89,0.09,0,48.9,13.2,29.9,0.27,1.93,0.98,92
East Livingstone,Periphyton,186.42124782651248,4882.540323843417,1136.433620177936,241.0596371156584,934.3052379982207,0,253.28876326601423,40516.59834341638,810.0169263256228,0,14901.089240658366,0,1523.9735060765126,577.6859684519574,216.48919100978648,2131.2337647330965,1085.1834842348756,0,0,0,56.07447018950178,403.7855506761566,0,0,39296.91688879004,0,19732.356986209965,16106.095720462634,11312.255830782919,249.2273470542705,2754.4928618861213,0,271.9802533291815,0,1076.9933353825622,0,0,65.92508737900356,0,1230.1827743594306,0,0,6045.249735320285,473.0764526957296,0,0,0,0,5.475058312900356,7.943322307473311,24.727517464323846,99.98713051868329,0,0,0,0,0,1-Aug-19,6.8,68.4,45.1,"35.99504257987518, -92.1222211645147",390,1124,2.60325,0.572,25,NA,NA,NA,AR,Springfield_Plateau,8.3,0.14,0.02197253433208489,4551.136363636364,5.0889679715302485,23.1605871886121,1.62,0.89,0.09,0,48.9,13.2,29.9,0.27,1.93,0.98,92
East Livingstone,Periphyton,53.774366842526696,10233.649933185054,418.1558973309609,68.15432810765125,479.48810439501784,0,46.617827946619215,48460.068205516014,1754.555926708185,0,74271.02856672599,0,6150.744183629893,130.48978817348754,120.2566064172598,238.77424079359434,1564.4729037544487,0,0,0,1106.7888336565836,542.3586328024911,0,0,3365.7135417437726,0,5497.559522508897,5909.160831405695,12559.591949466194,695.3212905960854,13511.946686209965,0,721.4058715569396,0,125.2059884386121,0,0,129.01835026868326,0,1219.353833113879,0,0,5669.517104626335,112.29746507829182,0,0,0,0,352.6100272153025,142.12752429181495,13.978660033185054,267.0659785596086,0,0,0,0,0,1-Aug-19,6.8,68.4,45.1,"35.99504257987518, -92.1222211645147",390,1124,2.60325,0.572,25,NA,NA,NA,AR,Springfield_Plateau,8.3,0.14,0.02197253433208489,4551.136363636364,5.0889679715302485,23.1605871886121,1.62,0.89,0.09,0,48.9,13.2,29.9,0.27,1.93,0.98,92
Spring,Periphyton,24.774018481848188,4753.346438723873,187.4172864158416,47.34408802420242,606.8614180638065,0,50.078617256325636,29427.90150715072,537.6819100550056,0,31637.48276127613,0,216.47676113531355,52.24175229922993,62.20033633883389,126.23729678987901,886.7221176677668,0,0,0,73.62821966336634,530.1313442684269,0,0,2788.6075991199127,0,2738.3249122112215,1936.4140143454347,3462.077250385039,224.27221010781082,1405.3031371397142,0,82.89296792079209,0,75.26077441364137,0,0,48.201179271727185,0,701.8761049944995,0,0,1401.9155858525855,85.0561029878988,0,0,0,0,19.100890687128715,2.244762794939494,17.06019723718372,316.1850431243125,0,0,0,0,0,2-Aug-19,7.2,25.6,96,"36.04519944804692, -92.43342848020193",220,909,0.842285714,0.772,24.4,8.47,8.55,301,AR,Springfield_Plateau,0.4,0.1,0.09165535959689802,1091.043670984456,8.492849284928493,9.266069460946095,3.11,0.46,0.05,0,62.6,4.89,17.7,9.96,4.7,0.51,85.19
Spring,Periphyton,8.042027934873488,1867.572502816282,85.19523343234324,16.963652674367438,303.64938286028604,0,26.136590781078112,18213.873877887792,213.99333707150717,0,16510.785977997803,0,89.53038912211223,29.02669457425743,29.2780079559956,66.72370052805282,413.53615522552263,0,0,0,30.408918125412544,187.2912912057206,0,0,1498.5816431243127,0,1317.4475295049508,1017.6306754015403,1669.2234233223323,106.55687012981299,642.1056678327833,0,15.832742497689772,0,38.3252893839384,0,0,21.864263448844884,0,345.99568618261833,0,0,595.5498656325633,36.50326741474148,0,0,0,0,6.97394609878988,10.555161665126514,10.994960066226625,188.359373029703,0,0,0,0,0,2-Aug-19,7.2,25.6,96,"36.04519944804692, -92.43342848020193",220,909,0.842285714,0.772,24.4,8.47,8.55,301,AR,Springfield_Plateau,0.4,0.1,0.09165535959689802,1091.043670984456,8.492849284928493,9.266069460946095,3.11,0.46,0.05,0,62.6,4.89,17.7,9.96,4.7,0.51,85.19
Spring,Periphyton,4.630155783278328,911.5447288008802,44.83457779317932,9.260311566556656,158.47968855005502,0,13.202820453245325,9083.402942354236,106.35605364576459,0,7723.008161496151,0,52.71959556655666,14.669800502530254,15.449133655225523,35.482579955995604,215.0042636215622,0,0,0,23.379994551815184,123.31801046864688,0,0,787.2640125632564,0,623.283148888889,479.15235881188124,764.6175080748076,50.335752965896596,330.07051133113316,0,1.6045094310231025,0,19.850073805500553,0,0,18.56646626116612,0,161.6428642816282,0,0,331.0332170517052,24.480229586358636,0,0,0,0,9.122782187238725,1.0543919113311333,6.051292706930694,79.95041273927394,0,0,0,0,0,2-Aug-19,7.2,25.6,96,"36.04519944804692, -92.43342848020193",220,909,0.842285714,0.772,24.4,8.47,8.55,301,AR,Springfield_Plateau,0.4,0.1,0.09165535959689802,1091.043670984456,8.492849284928493,9.266069460946095,3.11,0.46,0.05,0,62.6,4.89,17.7,9.96,4.7,0.51,85.19
